DATE,Completion,pet,gas,agua,FirstDate,ProdTotalDaysCum
1/01/2014,AL-29:B,343,4725.02,32,1/08/2008,2010
1/02/2014,AL-29:B,272,4208.4,28,1/08/2008,2038
1/03/2014,AL-29:B,303,4348,28,1/08/2008,2069
1/04/2014,AL-29:B,281,4034,27,1/08/2008,2099
1/05/2014,AL-29:B,300,4173,30,1/08/2008,2130
1/06/2014,AL-29:B,275,3861,36,1/08/2008,2160
1/07/2014,AL-29:B,287,4006,,1/08/2008,2191
1/08/2014,AL-29:B,268,3999,,1/08/2008,2222
1/09/2014,AL-29:B,268,4025,,1/08/2008,2252
1/10/2014,AL-29:B,276,4602,,1/08/2008,2283
1/11/2014,AL-29:B,260,4390,,1/08/2008,2313
1/12/2014,AL-29:B,213,3462,,1/08/2008,2344
1/01/2015,AL-29:B,232,3571,,1/08/2008,2375
1/02/2015,AL-29:B,236,3378,,1/08/2008,2403
1/03/2015,AL-29:B,242,3885,,1/08/2008,2434
1/04/2015,AL-29:B,254,4250,0,1/08/2008,2464
1/05/2015,AL-29:B,283,4504,,1/08/2008,2495
1/06/2015,AL-29:B,244,4368,,1/08/2008,2525
1/07/2015,AL-29:B,258,4507,,1/08/2008,2556
1/08/2015,AL-29:B,233,4531,0,1/08/2008,2587
1/09/2015,AL-29:B,253,4874,,1/08/2008,2617
1/10/2015,AL-29:B,225,4782,,1/08/2008,2648
1/11/2015,AL-29:B,195,3990,,1/08/2008,2678
1/12/2015,AL-29:B,229,5006,,1/08/2008,2709
1/01/2016,AL-29:B,223,5227,,1/08/2008,2740
1/02/2016,AL-29:B,163,4442,,1/08/2008,2769
1/03/2016,AL-29:B,128,3953.24,,1/08/2008,2800
1/04/2016,AL-29:B,223,4969.41,,1/08/2008,2830
1/05/2016,AL-29:B,201,5007.73,,1/08/2008,2861
1/06/2016,AL-29:B,193,4829,,1/08/2008,2891
1/07/2016,AL-29:B,161,4303,,1/08/2008,2922
1/08/2016,AL-29:B,,3715,40,1/08/2008,2922
1/09/2016,AL-29:B,,4778,45,1/08/2008,2922
1/10/2016,AL-29:B,127,4786,39,1/08/2008,2953
1/11/2016,AL-29:B,98,4626,21,1/08/2008,2983
1/12/2016,AL-29:B,77,2606,26,1/08/2008,3014
1/01/2017,AL-29:B,100,3264,20,1/08/2008,3045
1/02/2017,AL-29:B,134,1887,20,1/08/2008,3073
1/03/2017,AL-29:B,152,1284,25,1/08/2008,3104
1/04/2017,AL-29:B,136,1002,,1/08/2008,3134
1/05/2017,AL-29:B,123,2764,0,1/08/2008,3165
1/06/2017,AL-29:B,261,2079,17,1/08/2008,3195
1/07/2017,AL-29:B,82,1871,,1/08/2008,3226
1/08/2017,AL-29:B,45,1900,,1/08/2008,3257
1/09/2017,AL-29:B,103,2340,0,1/08/2008,3287
1/10/2017,AL-29:B,144,2482,19,1/08/2008,3318
1/11/2017,AL-29:B,133,1453,0,1/08/2008,3348
1/12/2017,AL-29:B,134,1284,17,1/08/2008,3379
1/01/2018,AL-29:B,114,1152,,1/08/2008,3410
1/02/2018,AL-29:B,127,964,,1/08/2008,3438
1/03/2018,AL-29:B,133,942,,1/08/2008,3469
1/04/2018,AL-29:B,122,1300,17,1/08/2008,3499
1/05/2018,AL-29:B,82,1871,,1/08/2008,3530
1/06/2018,AL-29:B,111,2180,,1/08/2008,3560
1/07/2018,AL-29:B,153,2352,,1/08/2008,3591
1/08/2018,AL-29:B,25,2392,0,1/08/2008,3622
1/09/2018,AL-29:B,154,1896,,1/08/2008,3652
1/10/2018,AL-29:B,107,2190,0,1/08/2008,3683
1/11/2018,AL-29:B,167,1932,,1/08/2008,3713
1/12/2018,AL-29:B,,,,1/08/2008,3713
1/01/2019,AL-29:B,117,1631,0,1/08/2008,3744
1/02/2019,AL-29:B,176,2326,0,1/08/2008,3772
1/03/2019,AL-29:B,239,2619,0,1/08/2008,3803
1/04/2019,AL-29:B,177,2553,0,1/08/2008,3833
1/05/2019,AL-29:B,167,3004,,1/08/2008,3864
1/06/2019,AL-29:B,166,3349,,1/08/2008,3894
1/07/2019,AL-29:B,170,2855,,1/08/2008,3925
1/08/2019,AL-29:B,142,2791,,1/08/2008,3956
1/09/2019,AL-29:B,143,2840,,1/08/2008,3986
1/10/2019,AL-29:B,141,2641,0,1/08/2008,4017
1/11/2019,AL-29:B,140,2909,,1/08/2008,4047
1/12/2019,AL-29:B,115,1943,,1/08/2008,4078
1/01/2020,AL-29:B,121,2335,,1/08/2008,4109
1/02/2020,AL-29:B,141,2478,,1/08/2008,4138
1/03/2020,AL-29:B,122,1278,,1/08/2008,4169
1/04/2020,AL-29:B,115,302,,1/08/2008,4199
1/05/2020,AL-29:B,121,1736,,1/08/2008,4230
1/06/2020,AL-29:B,109,1688,0,1/08/2008,4260
1/07/2020,AL-29:B,142,2384,,1/08/2008,4291
1/08/2020,AL-29:B,150,2391,,1/08/2008,4322
1/09/2020,AL-29:B,115,2145,36,1/08/2008,4352
1/10/2020,AL-29:B,119,2387,,1/08/2008,4383
1/11/2020,AL-29:B,114,2314,35,1/08/2008,4413
1/12/2020,AL-29:B,104,2332,17,1/08/2008,4444
1/01/2021,AL-29:B,111,2204,10,1/08/2008,4475
1/02/2021,AL-29:B,101,2287,,1/08/2008,4503
1/03/2021,AL-29:B,141,1403,,1/08/2008,4534
1/04/2021,AL-29:B,115,1652,,1/08/2008,4564
1/05/2021,AL-29:B,117,2157,,1/08/2008,4595
1/06/2021,AL-29:B,111,1620,,1/08/2008,4625
1/07/2021,AL-29:B,112,2048,,1/08/2008,4656
1/08/2021,AL-29:B,108,2801,,1/08/2008,4687
1/09/2021,AL-29:B,125,2251,,1/08/2008,4717
1/10/2021,AL-29:B,106,2529,0,1/08/2008,4748
1/11/2021,AL-29:B,87,2452,,1/08/2008,4778
1/12/2021,AL-29:B,90,2480,,1/08/2008,4809
1/01/2022,AL-29:B,107,2484,,1/08/2008,4840
1/02/2022,AL-29:B,81,2038,6,1/08/2008,4868
1/03/2022,AL-29:B,87,2480,,1/08/2008,4899
1/04/2022,AL-29:B,89,2250,12,1/08/2008,4929
1/05/2022,AL-29:B,112,2325,,1/08/2008,4960
1/06/2022,AL-29:B,101,2036,,1/08/2008,4990
1/07/2022,AL-29:B,109,1973,,1/08/2008,5021
1/08/2022,AL-29:B,115,1941,,1/08/2008,5052
1/09/2022,AL-29:B,87,1685,0,1/08/2008,5082
1/10/2022,AL-29:B,92,1723,0,1/08/2008,5113
1/11/2022,AL-29:B,95,1650,,1/08/2008,5143
1/12/2022,AL-29:B,87,1352,,1/08/2008,5174
1/01/2023,AL-29:B,89,1410,,1/08/2008,5205
1/02/2023,AL-29:B,75,1715,,1/08/2008,5233
1/08/1969,AL-3:A,5343,2909,,1/08/1969,31
1/09/1969,AL-3:A,15633,20519,,1/08/1969,61
1/10/1969,AL-3:A,10285,10589,,1/08/1969,92
1/11/1969,AL-3:A,7665,6922,87,1/08/1969,122
1/12/1969,AL-3:A,7440,3825,155,1/08/1969,153
1/01/1970,AL-3:A,6159,6239,155,1/08/1969,184
1/02/1970,AL-3:A,6120,806,135,1/08/1969,212
1/03/1970,AL-3:A,6149,1091,150,1/08/1969,243
1/04/1970,AL-3:A,5999,6366,150,1/08/1969,273
1/05/1970,AL-3:A,5668,3699,203,1/08/1969,304
1/06/1970,AL-3:A,3740,1891,130,1/08/1969,334
1/07/1970,AL-3:A,3745,2161,155,1/08/1969,365
1/08/1970,AL-3:A,4095,1214,155,1/08/1969,396
1/09/1970,AL-3:A,3726,1955,150,1/08/1969,426
1/10/1970,AL-3:A,3750,2225,217,1/08/1969,457
1/11/1970,AL-3:A,3629,1031,90,1/08/1969,487
1/12/1970,AL-3:A,3394,1427,186,1/08/1969,518
1/01/1971,AL-3:A,3080,1664,93,1/08/1969,549
1/02/1971,AL-3:A,2619,1604,196,1/08/1969,577
1/03/1971,AL-3:A,2357,1546,155,1/08/1969,608
1/04/1971,AL-3:A,1588,645,555,1/08/1969,638
1/05/1971,AL-3:A,5179,1625,1426,1/08/1969,669
1/06/1971,AL-3:A,3961,1457,600,1/08/1969,699
1/07/1971,AL-3:A,3713,1498,992,1/08/1969,730
1/08/1971,AL-3:A,3855,1591,899,1/08/1969,761
1/09/1971,AL-3:A,3118,1400,960,1/08/1969,791
1/10/1971,AL-3:A,3001,1434,868,1/08/1969,822
1/11/1971,AL-3:A,2497,1228,750,1/08/1969,852
1/12/1971,AL-3:A,2277,1412,589,1/08/1969,883
1/01/1972,AL-3:A,2230,1163,1023,1/08/1969,914
1/02/1972,AL-3:A,2504,912,783,1/08/1969,943
1/03/1972,AL-3:A,1600,580,600,1/08/1969,974
1/04/1972,AL-3:A,2554,1163,900,1/08/1969,1004
1/05/1972,AL-3:A,763,2080,155,1/08/1969,1035
1/06/1972,AL-3:A,889,1882,350,1/08/1969,1065
1/07/1972,AL-3:A,262,1235,368,1/08/1969,1096
1/08/1972,AL-3:A,1765,4738,1485,1/08/1969,1127
1/09/1972,AL-3:A,2292,2691,1334,1/08/1969,1157
1/10/1972,AL-3:A,2803,3976,1116,1/08/1969,1188
1/11/1972,AL-3:A,2363,3902,1350,1/08/1969,1218
1/12/1972,AL-3:A,1412,2892,1056,1/08/1969,1249
1/01/1973,AL-3:A,1900,1886,1404,1/08/1969,1280
1/02/1973,AL-3:A,2016,2029,1404,1/08/1969,1308
1/03/1973,AL-3:A,2057,2161,1550,1/08/1969,1339
1/04/1973,AL-3:A,2243,1756,1500,1/08/1969,1369
1/05/1973,AL-3:A,2732,2835,682,1/08/1969,1400
1/06/1973,AL-3:A,2089,4751,280,1/08/1969,1430
1/07/1973,AL-3:A,1032,3256,270,1/08/1969,1461
1/08/1973,AL-3:A,2988,3361,609,1/08/1969,1492
1/09/1973,AL-3:A,1655,5904,696,1/08/1969,1522
1/10/1973,AL-3:A,1813,7177,217,1/08/1969,1553
1/11/1973,AL-3:A,1636,5028,480,1/08/1969,1583
1/12/1973,AL-3:A,916,2726,189,1/08/1969,1614
1/01/1974,AL-3:A,2082,5850,432,1/08/1969,1645
1/02/1974,AL-3:A,1933,7691,448,1/08/1969,1673
1/03/1974,AL-3:A,2418,8100,961,1/08/1969,1704
1/04/1974,AL-3:A,2909,4664,696,1/08/1969,1734
1/05/1974,AL-3:A,2570,5758,589,1/08/1969,1765
1/06/1974,AL-3:A,2141,5481,616,1/08/1969,1795
1/07/1974,AL-3:A,2380,3416,378,1/08/1969,1826
1/08/1974,AL-3:A,2338,8340,651,1/08/1969,1857
1/09/1974,AL-3:A,2644,6308,493,1/08/1969,1887
1/10/1974,AL-3:A,2835,6849,510,1/08/1969,1918
1/11/1974,AL-3:A,2012,7095,784,1/08/1969,1948
1/12/1974,AL-3:A,2676,8948,620,1/08/1969,1979
1/01/1975,AL-3:A,2265,4831,403,1/08/1969,2010
1/02/1975,AL-3:A,2183,4756,336,1/08/1969,2038
1/03/1975,AL-3:A,2055,3576,558,1/08/1969,2069
1/04/1975,AL-3:A,1507,3574,408,1/08/1969,2099
1/05/1975,AL-3:A,900,3513,390,1/08/1969,2130
1/06/1975,AL-3:A,897,4102,377,1/08/1969,2160
1/07/1975,AL-3:A,694,2870,442,1/08/1969,2191
1/08/1975,AL-3:A,895,5197,768,1/08/1969,2222
1/09/1975,AL-3:A,695,4852,667,1/08/1969,2252
1/10/1975,AL-3:A,686,4585,300,1/08/1969,2283
1/11/1975,AL-3:A,,,,1/08/1969,2283
1/12/1975,AL-3:A,,,,1/08/1969,2283
1/01/1976,AL-3:A,,,,1/08/1969,2283
1/02/1976,AL-3:A,,,,1/08/1969,2283
1/03/1976,AL-3:A,,,,1/08/1969,2283
1/04/1976,AL-3:A,,,,1/08/1969,2283
1/05/1976,AL-3:A,,,,1/08/1969,2283
1/06/1976,AL-3:A,,,,1/08/1969,2283
1/07/1976,AL-3:A,,,,1/08/1969,2283
1/08/1976,AL-3:A,0,,,1/08/1969,2283
1/09/1976,AL-3:A,0,,,1/08/1969,2283
1/10/1976,AL-3:A,0,,,1/08/1969,2283
1/11/1976,AL-3:A,0,,,1/08/1969,2283
1/12/1976,AL-3:A,0,,,1/08/1969,2283
1/01/1977,AL-3:A,0,,,1/08/1969,2283
1/02/1977,AL-3:A,0,,,1/08/1969,2283
1/03/1977,AL-3:A,0,,,1/08/1969,2283
1/04/1977,AL-3:A,0,,,1/08/1969,2283
1/05/1977,AL-3:A,0,,,1/08/1969,2283
1/06/1977,AL-3:A,0,,,1/08/1969,2283
1/07/1977,AL-3:A,0,,,1/08/1969,2283
1/08/1977,AL-3:A,0,,,1/08/1969,2283
1/09/1977,AL-3:A,0,,,1/08/1969,2283
1/10/1977,AL-3:A,0,,,1/08/1969,2283
1/11/1977,AL-3:A,0,,,1/08/1969,2283
1/12/1977,AL-3:A,0,,,1/08/1969,2283
1/01/1978,AL-3:A,0,,,1/08/1969,2283
1/02/1978,AL-3:A,0,,,1/08/1969,2283
1/03/1978,AL-3:A,0,,,1/08/1969,2283
1/04/1978,AL-3:A,0,,,1/08/1969,2283
1/05/1978,AL-3:A,0,,,1/08/1969,2283
1/06/1978,AL-3:A,0,,,1/08/1969,2283
1/07/1978,AL-3:A,0,,,1/08/1969,2283
1/08/1978,AL-3:A,0,,,1/08/1969,2283
1/09/1978,AL-3:A,0,,,1/08/1969,2283
1/10/1978,AL-3:A,0,,,1/08/1969,2283
1/11/1978,AL-3:A,0,,,1/08/1969,2283
1/12/1978,AL-3:A,0,,,1/08/1969,2283
1/01/1979,AL-3:A,0,,,1/08/1969,2283
1/02/1979,AL-3:A,0,,,1/08/1969,2283
1/03/1979,AL-3:A,0,,,1/08/1969,2283
1/04/1979,AL-3:A,0,,,1/08/1969,2283
1/05/1979,AL-3:A,0,,,1/08/1969,2283
1/06/1979,AL-3:A,0,,,1/08/1969,2283
1/07/1979,AL-3:A,0,,,1/08/1969,2283
1/08/1979,AL-3:A,0,,,1/08/1969,2283
1/09/1979,AL-3:A,0,,,1/08/1969,2283
1/10/1979,AL-3:A,0,,,1/08/1969,2283
1/11/1979,AL-3:A,0,,,1/08/1969,2283
1/12/1979,AL-3:A,0,,,1/08/1969,2283
1/01/1980,AL-3:A,0,,,1/08/1969,2283
1/02/1980,AL-3:A,0,,,1/08/1969,2283
1/03/1980,AL-3:A,0,,,1/08/1969,2283
1/04/1980,AL-3:A,0,,,1/08/1969,2283
1/05/1980,AL-3:A,0,,,1/08/1969,2283
1/06/1980,AL-3:A,0,,,1/08/1969,2283
1/07/1980,AL-3:A,0,,,1/08/1969,2283
1/08/1980,AL-3:A,0,,,1/08/1969,2283
1/09/1980,AL-3:A,0,,,1/08/1969,2283
1/10/1980,AL-3:A,0,,,1/08/1969,2283
1/11/1980,AL-3:A,0,,,1/08/1969,2283
1/12/1980,AL-3:A,0,,,1/08/1969,2283
1/01/1981,AL-3:A,0,,,1/08/1969,2283
1/02/1981,AL-3:A,0,,,1/08/1969,2283
1/03/1981,AL-3:A,0,,,1/08/1969,2283
1/04/1981,AL-3:A,0,,,1/08/1969,2283
1/05/1981,AL-3:A,0,,,1/08/1969,2283
1/06/1981,AL-3:A,0,,,1/08/1969,2283
1/07/1981,AL-3:A,0,,,1/08/1969,2283
1/08/1981,AL-3:A,0,,,1/08/1969,2283
1/09/1981,AL-3:A,0,,,1/08/1969,2283
1/10/1981,AL-3:A,0,,,1/08/1969,2283
1/11/1981,AL-3:A,0,,,1/08/1969,2283
1/12/1981,AL-3:A,0,,,1/08/1969,2283
1/01/1982,AL-3:A,0,,,1/08/1969,2283
1/02/1982,AL-3:A,0,,,1/08/1969,2283
1/03/1982,AL-3:A,0,,,1/08/1969,2283
1/04/1982,AL-3:A,0,,,1/08/1969,2283
1/05/1982,AL-3:A,0,,,1/08/1969,2283
1/06/1982,AL-3:A,0,,,1/08/1969,2283
1/07/1982,AL-3:A,0,,,1/08/1969,2283
1/08/1982,AL-3:A,0,,,1/08/1969,2283
1/09/1982,AL-3:A,0,,,1/08/1969,2283
1/10/1982,AL-3:A,0,,,1/08/1969,2283
1/11/1982,AL-3:A,0,,,1/08/1969,2283
1/12/1982,AL-3:A,0,,,1/08/1969,2283
1/01/1983,AL-3:A,0,,,1/08/1969,2283
1/02/1983,AL-3:A,0,,,1/08/1969,2283
1/03/1983,AL-3:A,0,,,1/08/1969,2283
1/04/1983,AL-3:A,0,,,1/08/1969,2283
1/05/1983,AL-3:A,0,,,1/08/1969,2283
1/06/1983,AL-3:A,0,,,1/08/1969,2283
1/07/1983,AL-3:A,0,,,1/08/1969,2283
1/08/1983,AL-3:A,0,,,1/08/1969,2283
1/09/1983,AL-3:A,0,,,1/08/1969,2283
1/10/1983,AL-3:A,0,,,1/08/1969,2283
1/11/1983,AL-3:A,0,,,1/08/1969,2283
1/12/1983,AL-3:A,0,,,1/08/1969,2283
1/01/1984,AL-3:A,0,,,1/08/1969,2283
1/02/1984,AL-3:A,0,,,1/08/1969,2283
1/03/1984,AL-3:A,0,,,1/08/1969,2283
1/04/1984,AL-3:A,0,,,1/08/1969,2283
1/05/1984,AL-3:A,0,,,1/08/1969,2283
1/06/1984,AL-3:A,0,,,1/08/1969,2283
1/07/1984,AL-3:A,0,,,1/08/1969,2283
1/08/1984,AL-3:A,0,,,1/08/1969,2283
1/09/1984,AL-3:A,0,,,1/08/1969,2283
1/10/1984,AL-3:A,0,,,1/08/1969,2283
1/11/1984,AL-3:A,0,,,1/08/1969,2283
1/12/1984,AL-3:A,0,,,1/08/1969,2283
1/01/1985,AL-3:A,0,,,1/08/1969,2283
1/02/1985,AL-3:A,0,,,1/08/1969,2283
1/03/1985,AL-3:A,0,,,1/08/1969,2283
1/04/1985,AL-3:A,0,,,1/08/1969,2283
1/05/1985,AL-3:A,0,,,1/08/1969,2283
1/06/1985,AL-3:A,0,,,1/08/1969,2283
1/07/1985,AL-3:A,0,,,1/08/1969,2283
1/08/1985,AL-3:A,0,,,1/08/1969,2283
1/09/1985,AL-3:A,0,,,1/08/1969,2283
1/10/1985,AL-3:A,0,,,1/08/1969,2283
1/11/1985,AL-3:A,0,,,1/08/1969,2283
1/12/1985,AL-3:A,0,,,1/08/1969,2283
1/01/1986,AL-3:A,0,,,1/08/1969,2283
1/02/1986,AL-3:A,0,,,1/08/1969,2283
1/03/1986,AL-3:A,0,,,1/08/1969,2283
1/04/1986,AL-3:A,0,,,1/08/1969,2283
1/05/1986,AL-3:A,0,,,1/08/1969,2283
1/06/1986,AL-3:A,0,,,1/08/1969,2283
1/07/1986,AL-3:A,0,,,1/08/1969,2283
1/08/1986,AL-3:A,0,,,1/08/1969,2283
1/09/1986,AL-3:A,0,,,1/08/1969,2283
1/10/1986,AL-3:A,0,,,1/08/1969,2283
1/11/1986,AL-3:A,0,,,1/08/1969,2283
1/12/1986,AL-3:A,0,,,1/08/1969,2283
1/01/1987,AL-3:A,0,,,1/08/1969,2283
1/02/1987,AL-3:A,0,,,1/08/1969,2283
1/03/1987,AL-3:A,0,,,1/08/1969,2283
1/04/1987,AL-3:A,0,,,1/08/1969,2283
1/05/1987,AL-3:A,0,,,1/08/1969,2283
1/06/1987,AL-3:A,0,,,1/08/1969,2283
1/07/1987,AL-3:A,0,,,1/08/1969,2283
1/08/1987,AL-3:A,0,,,1/08/1969,2283
1/09/1987,AL-3:A,0,,,1/08/1969,2283
1/10/1987,AL-3:A,0,,,1/08/1969,2283
1/11/1987,AL-3:A,0,,,1/08/1969,2283
1/12/1987,AL-3:A,0,,,1/08/1969,2283
1/01/1988,AL-3:A,0,,,1/08/1969,2283
1/02/1988,AL-3:A,0,,,1/08/1969,2283
1/03/1988,AL-3:A,0,,,1/08/1969,2283
1/04/1988,AL-3:A,0,,,1/08/1969,2283
1/05/1988,AL-3:A,0,,,1/08/1969,2283
1/06/1988,AL-3:A,0,,,1/08/1969,2283
1/07/1988,AL-3:A,0,,,1/08/1969,2283
1/08/1988,AL-3:A,0,,,1/08/1969,2283
1/09/1988,AL-3:A,0,,,1/08/1969,2283
1/10/1988,AL-3:A,0,,,1/08/1969,2283
1/11/1988,AL-3:A,0,,,1/08/1969,2283
1/12/1988,AL-3:A,0,,,1/08/1969,2283
1/01/1989,AL-3:A,0,,,1/08/1969,2283
1/02/1989,AL-3:A,0,,,1/08/1969,2283
1/03/1989,AL-3:A,0,,,1/08/1969,2283
1/04/1989,AL-3:A,0,,,1/08/1969,2283
1/05/1989,AL-3:A,0,,,1/08/1969,2283
1/06/1989,AL-3:A,0,,,1/08/1969,2283
1/07/1989,AL-3:A,0,,,1/08/1969,2283
1/08/1989,AL-3:A,0,,,1/08/1969,2283
1/09/1989,AL-3:A,0,,,1/08/1969,2283
1/10/1989,AL-3:A,0,,,1/08/1969,2283
1/11/1989,AL-3:A,0,,,1/08/1969,2283
1/12/1989,AL-3:A,0,,,1/08/1969,2283
1/01/1990,AL-3:A,0,,,1/08/1969,2283
1/02/1990,AL-3:A,0,,,1/08/1969,2283
1/03/1990,AL-3:A,0,,,1/08/1969,2283
1/04/1990,AL-3:A,0,,,1/08/1969,2283
1/05/1990,AL-3:A,0,,,1/08/1969,2283
1/06/1990,AL-3:A,0,,,1/08/1969,2283
1/07/1990,AL-3:A,0,,,1/08/1969,2283
1/08/1990,AL-3:A,0,,,1/08/1969,2283
1/09/1990,AL-3:A,0,,,1/08/1969,2283
1/10/1990,AL-3:A,0,,,1/08/1969,2283
1/11/1990,AL-3:A,0,,,1/08/1969,2283
1/12/1990,AL-3:A,0,,,1/08/1969,2283
1/01/1991,AL-3:A,0,,,1/08/1969,2283
1/02/1991,AL-3:A,0,,,1/08/1969,2283
1/03/1991,AL-3:A,0,,,1/08/1969,2283
1/04/1991,AL-3:A,0,,,1/08/1969,2283
1/05/1991,AL-3:A,0,,,1/08/1969,2283
1/06/1991,AL-3:A,0,,,1/08/1969,2283
1/07/1991,AL-3:A,0,,,1/08/1969,2283
1/08/1991,AL-3:A,0,,,1/08/1969,2283
1/09/1991,AL-3:A,0,,,1/08/1969,2283
1/10/1991,AL-3:A,0,,,1/08/1969,2283
1/11/1991,AL-3:A,0,,,1/08/1969,2283
1/12/1991,AL-3:A,0,,,1/08/1969,2283
1/01/1992,AL-3:A,0,,,1/08/1969,2283
1/02/1992,AL-3:A,0,,,1/08/1969,2283
1/03/1992,AL-3:A,0,,,1/08/1969,2283
1/04/1992,AL-3:A,0,,,1/08/1969,2283
1/05/1992,AL-3:A,0,,,1/08/1969,2283
1/06/1992,AL-3:A,0,,,1/08/1969,2283
1/07/1992,AL-3:A,0,,,1/08/1969,2283
1/08/1992,AL-3:A,0,,,1/08/1969,2283
1/09/1992,AL-3:A,0,,,1/08/1969,2283
1/10/1992,AL-3:A,0,,,1/08/1969,2283
1/11/1992,AL-3:A,0,,,1/08/1969,2283
1/12/1992,AL-3:A,0,,,1/08/1969,2283
1/01/1993,AL-3:A,0,,,1/08/1969,2283
1/02/1993,AL-3:A,0,,,1/08/1969,2283
1/03/1993,AL-3:A,0,,,1/08/1969,2283
1/04/1993,AL-3:A,0,,,1/08/1969,2283
1/05/1993,AL-3:A,0,,,1/08/1969,2283
1/06/1993,AL-3:A,0,,,1/08/1969,2283
1/07/1993,AL-3:A,0,,,1/08/1969,2283
1/08/1993,AL-3:A,0,,,1/08/1969,2283
1/09/1993,AL-3:A,0,,,1/08/1969,2283
1/10/1993,AL-3:A,0,,,1/08/1969,2283
1/11/1993,AL-3:A,0,,,1/08/1969,2283
1/12/1993,AL-3:A,0,,,1/08/1969,2283
1/01/1994,AL-3:A,0,,,1/08/1969,2283
1/02/1994,AL-3:A,0,,,1/08/1969,2283
1/03/1994,AL-3:A,0,,,1/08/1969,2283
1/04/1994,AL-3:A,0,,,1/08/1969,2283
1/05/1994,AL-3:A,0,,,1/08/1969,2283
1/06/1994,AL-3:A,0,,,1/08/1969,2283
1/07/1994,AL-3:A,0,,,1/08/1969,2283
1/08/1994,AL-3:A,0,,,1/08/1969,2283
1/09/1994,AL-3:A,0,,,1/08/1969,2283
1/10/1994,AL-3:A,0,,,1/08/1969,2283
1/11/1994,AL-3:A,0,,,1/08/1969,2283
1/12/1994,AL-3:A,0,,,1/08/1969,2283
1/01/1995,AL-3:A,0,,,1/08/1969,2283
1/02/1995,AL-3:A,0,0,0,1/08/1969,2283
1/03/1995,AL-3:A,0,0,0,1/08/1969,2283
1/04/1995,AL-3:A,0,0,0,1/08/1969,2283
1/05/1995,AL-3:A,0,0,0,1/08/1969,2283
1/06/1995,AL-3:A,0,0,0,1/08/1969,2283
1/07/1995,AL-3:A,0,0,0,1/08/1969,2283
1/08/1995,AL-3:A,0,0,0,1/08/1969,2283
1/09/1995,AL-3:A,0,0,0,1/08/1969,2283
1/10/1995,AL-3:A,0,0,0,1/08/1969,2283
1/11/1995,AL-3:A,0,0,0,1/08/1969,2283
1/12/1995,AL-3:A,0,0,0,1/08/1969,2283
1/01/1996,AL-3:A,0,0,0,1/08/1969,2283
1/02/1996,AL-3:A,0,0,0,1/08/1969,2283
1/03/1996,AL-3:A,0,0,0,1/08/1969,2283
1/04/1996,AL-3:A,0,0,0,1/08/1969,2283
1/05/1996,AL-3:A,0,0,0,1/08/1969,2283
1/06/1996,AL-3:C,1196,427,3117,1/06/1996,30
1/07/1996,AL-3:C,1005,410,3176,1/06/1996,61
1/08/1996,AL-3:C,929,422,2693,1/06/1996,92
1/09/1996,AL-3:C,526,407,3105,1/06/1996,122
1/10/1996,AL-3:C,296,215,1138,1/06/1996,153
1/11/1996,AL-3:C,933,480,2656,1/06/1996,183
1/12/1996,AL-3:C,699,450,2035,1/06/1996,214
1/01/1997,AL-3:C,826,430,2802,1/06/1996,245
1/02/1997,AL-3:C,638,450,1961,1/06/1996,273
1/03/1997,AL-3:C,953,613,2502,1/06/1996,304
1/04/1997,AL-3:C,1175,619,3882,1/06/1996,334
1/05/1997,AL-3:C,655,640,2351,1/06/1996,365
1/06/1997,AL-3:C,634,630,2171,1/06/1996,395
1/07/1997,AL-3:C,1049,718,2229,1/06/1996,426
1/08/1997,AL-3:C,1206,375,3289,1/06/1996,457
1/09/1997,AL-3:C,753,322,3754,1/06/1996,487
1/10/1997,AL-3:C,942,460,4778,1/06/1996,518
1/11/1997,AL-3:C,853,623,5757,1/06/1996,548
1/12/1997,AL-3:C,977,607,5318,1/06/1996,579
1/01/1998,AL-3:C,424,374,2446,1/06/1996,610
1/02/1998,AL-3:C,421,415,1443,1/06/1996,638
1/03/1998,AL-3:C,583,437,3615,1/06/1996,669
1/04/1998,AL-3:C,463,445,3270,1/06/1996,699
1/05/1998,AL-3:C,324,443,1495,1/06/1996,730
1/06/1998,AL-3:C,594,496,1733,1/06/1996,760
1/07/1998,AL-3:C,449,470,1507,1/06/1996,791
1/08/1998,AL-3:C,769,789,2388,1/06/1996,822
1/09/1998,AL-3:C,586,569,3241,1/06/1996,852
1/10/1998,AL-3:C,595,512,2114,1/06/1996,883
1/11/1998,AL-3:C,523,458,1781,1/06/1996,913
1/12/1998,AL-3:C,339,393,1101,1/06/1996,944
1/01/1999,AL-3:C,466,580,1845,1/06/1996,975
1/02/1999,AL-3:C,479,580,1528,1/06/1996,1003
1/03/1999,AL-3:C,464,601,1579,1/06/1996,1034
1/04/1999,AL-3:C,234,322,778,1/06/1996,1064
1/05/1999,AL-3:C,82,386,715,1/06/1996,1095
1/06/1999,AL-3:C,90,172,1461,1/06/1996,1125
1/07/1999,AL-3:C,875,1134,3880,1/06/1996,1156
1/08/1999,AL-3:C,604,898,3296,1/06/1996,1187
1/09/1999,AL-3:C,606,552,2823,1/06/1996,1217
1/10/1999,AL-3:C,592,1450,2597,1/06/1996,1248
1/11/1999,AL-3:C,491,1751,2392,1/06/1996,1278
1/12/1999,AL-3:C,474,1123,2483,1/06/1996,1309
